Date,Open,High,Low,Close,Volume
01/26/2022,"144.57","148.82","143.10","144.82","2,824,268"
01/25/2022,"138.14","143.50","134.53","142.39","3,976,157"
01/24/2022,"138.24","140.60","134.56","140.48","5,057,570"
01/21/2022,"142.25","145.18","141.13","142.26","3,607,382"
01/20/2022,"143.06","146.75","141.84","142.24","2,576,510"
01/19/2022,"144.96","145.56","141.82","142.21","3,131,449"
01/18/2022,"146.30","146.54","143.78","144.52","2,852,656"
01/14/2022,"149.15","149.43","146.45","147.98","2,718,527"
01/13/2022,"150.59","152.09","149.06","149.90","2,234,285"
01/12/2022,"153.93","154.14","149.71","150.00","2,010,170"
01/11/2022,"149.19","153.51","147.75","152.50","3,488,341"
01/10/2022,"150.84","152.04","146.04","148.61","2,652,318"
01/07/2022,"152.57","155.03","151.97","152.00","2,040,167"
01/06/2022,"152.24","153.60","150.91","152.18","1,782,303"
01/05/2022,"156.22","156.46","151.78","151.80","1,339,861"
01/04/2022,"157.49","159.21","155.95","155.96","2,043,109"
01/03/2022,"155.95","157.15","152.75","154.48","1,712,655"
